CN_Code,CAS_Number,CUS,EC_Number,UN_Number,Nomen,Name
28469020,,0019324-8,,,COMMON,lutetium compounds
28459010,1401191-54-5,0043062-6,,,IUPAC,(2H7)isopropyl methylphosphonofluoridate
28444080,7440-51-9,0026517-8,,,IUPAC,curium
28461000,34720-17-7,0029121-4,,,IUPAC,cerium disulfate tetrahydrate
28444030,15690-63-8,0034680-5,,,INN,cesium (131Cs) chloride
28469010,10025-84-0,0028289-3,,,IUPAC,lanthanum chloride heptahydrate
28500020,24304-00-5,0010453-0,246-140-8,,IUPAC,aluminium nitride
28499050,12627-57-5,0020497-7,235-733-7,,IUPAC,molybdenum carbide
28499090,12070-27-8,0026507-6,235-126-7,,IUPAC,barium acetylide
28459090,14314-42-2,0134022-3,,,COMMON,water enriched at a level of 95 % or more by weight with oxygen-18
28469020,,0023861-9,,,COMMON,terbium compounds
28459010,1401197-07-6,0043152-7,,,IUPAC,(2H11)cyclohexyl methylphosphonofluoridate
28444080,7429-92-7,0026525-8,,,IUPAC,einsteinium
28461000,13864-02-3,0030659-2,237-608-2,,IUPAC,cerium trihydride
28444030,17033-83-9,0034976-8,,,INN,iometin (131I)
28469010,13709-38-1,0028290-6,237-252-8,,IUPAC,lanthanum fluoride
28500020,13770-96-2,0010478-9,237-400-1,2835,IUPAC,sodium tetrahydridoaluminate
28500060,18810-58-7,0011390-6,242-594-6,0224,IUPAC,barium azide
28499050,12070-06-3,0023830-2,235-118-3,,IUPAC,tantalum carbide
28499090,12121-90-3,0026555-4,235-178-0,,IUPAC,trimanganese carbide
28469020,,0024298-8,,,COMMON,thulium compounds
28459010,104801-08-3,0043169-6,,,IUPAC,isopropyl (2H3)methylphosphonofluoridate
28444080,7440-72-4,0026530-5,,,IUPAC,fermium
28461000,18923-36-9,0032245-2,,,IUPAC,ammonium cerium sulfate
28444030,17033-82-8,0034977-9,,,INN,iometin (125I)
28469010,12008-21-8,0028291-7,234-531-6,,IUPAC,lanthanum hexaboride
28500020,10043-11-5,0012019-4,233-136-6,,IUPAC,boron nitride
28500060,1304-40-1,0011475-0,215-131-0,,IUPAC,barium silicide
28499050,12070-08-5,0024329-8,235-120-4,,IUPAC,titanium carbide
28499090,12069-94-2,0026562-3,235-117-8,,IUPAC,niobium carbide
28469020,,0025264-2,,,COMMON,ytterbium compounds
28459010,104801-09-4,0043170-9,,,IUPAC,"1,1,2-trimethylpropyl (2H3)methylphosphonofluoridate"
28444080,7440-73-5,0026531-6,,,IUPAC,francium
28461000,139-42-4,0038203-6,205-362-5,,IUPAC,dicerium trioxalate
28444030,64461-80-9,0035012-9,,,INN,chlormerodrin (197Hg)
28469010,10277-43-7,0028292-8,600-351-5,,IUPAC,lanthanum nitrate hexahydrate
28500090,37367-77-4,0010418-7,253-486-3,,IUPAC,aluminium boride
28500020,19624-22-7,0012020-7,243-194-4,1380,IUPAC,pentaborane(9)
28500060,12431-74-2,0012862-1,,,IUPAC,calcium magnesium silicide
28499050,11130-21-5,0025131-0,234-380-6,3285,IUPAC,vanadium carbide
28469020,,0025266-4,,,COMMON,yttrium compounds
28459010,108202-65-9,0043172-1,,,IUPAC,"(2H13)1,1,2-trimethylpropyl methylphosphonofluoridoate"
28444080,10028-14-5,0026564-5,,,IUPAC,nobelium
28461000,537-01-9,0050507-7,208-655-6,,IUPAC,dicerium tricarbonate
28469010,1312-81-8,0028293-9,215-200-5,,IUPAC,lanthanum oxide
28500090,12228-40-9,0011851-4,235-443-0,,IUPAC,beryllium diboride
28500020,17702-41-9,0012022-9,241-711-8,1868,IUPAC,decaborane(14)
28500060,12013-56-8,0012914-6,234-588-7,1405,IUPAC,calcium disilicide
28499050,62997-24-4,0026859-7,263-782-4,3285,IUPAC,vanadium carbonitride
28469020,10025-75-9,0027950-5,,,IUPAC,erbium chloride hexahydrate
28459010,1276665-26-9,0043554-1,,,IUPAC,S-[2-(diisopropylamino)ethyl] O-(2H5)ethyl methylphosphonothioate
28444080,7440-08-6,0026570-3,231-118-2,,IUPAC,polonium
28461000,1345-13-7,0053298-9,,,IUPAC,cerium(III) oxide
28469010,17272-46-7,0029005-1,,,IUPAC,praseodymium chloride hexahydrate
28500090,12007-99-7,0012784-4,234-525-3,,IUPAC,calcium hexaboride
28500020,18433-84-6,0012032-1,242-307-4,,IUPAC,pentaborane(11)
28500060,26628-22-8,0023114-1,247-852-1,1687,IUPAC,sodium azide
28499050,52502-86-0,0027597-8,,,IUPAC,niobium tantalum carbide
28469020,10025-76-0,0028150-5,,,COMMON,"europium(III) chloride, anhydrous"
28459010,1392826-25-3,0140829-3,,,INN,deutetrabenazine
28444080,7440-13-3,0026571-4,616-087-9,,IUPAC,protactinium
28469010,14483-17-1,0029006-2,,,IUPAC,praseodymium nitrate pentahydrate
28500090,12006-79-0,0013707-5,234-487-8,,IUPAC,chromium boride
28500020,7789-78-8,0012835-8,232-189-2,1404,IUPAC,calcium hydride
28500060,13424-46-9,0026508-7,236-542-1,0129,IUPAC,lead diazide
28469020,13759-92-7,0028151-6,,,IUPAC,europium(III) chloride hexahydrate
28459010,1079043-55-2,0143868-2,,,INN,deudextromethorphan
28444080,10043-49-9,0033839-6,,,INN,"gold (198Au), colloidal"
28469010,12037-29-5,0029007-3,234-857-9,,IUPAC,"praseodymium(III,IV) oxide"
28500090,12045-40-8,0013709-7,,,IUPAC,trichromium diboride
28500020,16949-15-8,0019245-0,241-021-7,1413,IUPAC,lithium tetrahydroborate
28500060,22831-39-6,0026552-1,245-254-5,2624,IUPAC,dimagnesium silicide
28469020,13765-25-8,0028152-7,237-368-9,,IUPAC,europium(III) fluoride
28444080,104801-07-2,0043168-5,,,COMMON,"isopropyl methylphosphonofluoridoate, labelled with tritium"
28469010,10361-82-7,0029652-6,233-797-0,,IUPAC,samarium(III) chloride hexahydrate
28500090,12626-91-4,0020496-6,235-729-5,,IUPAC,molybdenum boride
28500020,7580-67-8,0019266-5,231-484-3,1414,IUPAC,lithium hydride
28500060,12626-89-0,0026557-6,603-130-1,,IUPAC,manganese silicide
28469020,1308-96-9,0028153-8,215-165-6,,IUPAC,europium(III) oxide
28444080,104801-10-7,0043171-0,,,COMMON,"1,2,2-trimethylpropyl methylphosphonofluoridate, labelled with tritium"
28469010,12060-58-1,0029653-7,235-043-6,,IUPAC,samarium(III) oxide
28500090,12007-27-1,0020498-8,234-502-8,,IUPAC,molybdenum diboride
28500020,12057-71-5,0019405-8,235-022-1,,IUPAC,trimagnesium dinitride
28500060,12134-19-9,0030852-1,235-214-5,,IUPAC,trichromium disilicide
28469020,12032-20-1,0028323-8,234-764-3,,IUPAC,lutetium oxide
28469010,13465-58-2,0029654-8,,,IUPAC,samarium(III) sulfate octahydrate
28500090,12007-29-3,0020804-8,234-503-3,,IUPAC,niobium diboride
28500020,12646-17-2,0019478-5,235-744-7,,IUPAC,tetramanganese nitride
28529000,,0021776-5,,,COMMON,phenylmercury naphthenate
28500060,12018-36-9,0030853-2,234-639-3,,IUPAC,trichromium monosilicide
28469020,35725-34-9,0029783-6,,,IUPAC,ytterbium(III) nitrate pentahydrate
28469010,14517-29-4,0039087-4,,,IUPAC,neodymium nitrate hexahydrate
28500090,12007-07-7,0023829-9,234-496-7,,IUPAC,tantalum monoboride
28500020,12655-93-5,0020806-0,235-757-8,,IUPAC,niobium hydride
28529000,1336-96-5,0022952-7,,,COMMON,"naphthenic acids, mercury salts"
28521000,584-18-9,0010103-1,209-534-0,,IUPAC,"2-hydroxy-5-(1,1,3,3-tetramethylbutyl)phenylmercury acetate"
28500060,12018-08-5,0030854-3,234-632-5,,IUPAC,chromium silicide
28469020,1314-37-0,0029784-7,215-234-0,,IUPAC,ytterbium(III) oxide
28469010,1313-97-9,0039088-5,215-214-1,,IUPAC,neodymium oxide
28500090,12007-35-1,0023832-4,234-507-5,,IUPAC,tantalum diboride
28500020,12136-91-3,0021898-4,235-233-9,,IUPAC,triphosphorus pentanitride
28529000,645-99-8,0025545-8,,,COMMON,"mercury distearate, crude"
28521000,33445-15-7,0011015-6,251-524-3,,IUPAC,diammonium tetrachloromercurate
28500060,12018-09-6,0030855-4,234-633-0,,IUPAC,chromium disilicide
28469020,10361-92-9,0029785-8,233-801-0,,IUPAC,yttrium chloride hexahydrate
28469010,13957-51-2,0039841-4,,,IUPAC,dineodymium tris(3-sulfonatoisonicotinate)
28500090,12007-08-8,0024328-7,234-497-2,,IUPAC,titanium monoboride
28500020,13762-51-1,0022095-1,237-360-5,1870,IUPAC,potassium tetrahydroborate
28521000,10294-37-8,0011443-2,,,IUPAC,barium tetrabromomercurate
28500060,20762-60-1,0047936-7,244-013-1,,IUPAC,potassium azide
28469020,13494-98-9,0029786-9,,,IUPAC,yttrium nitrate hexahydrate
28469010,587-26-8,0050753-9,,,IUPAC,dilanthanum tricarbonate
28500090,12045-63-5,0024330-1,234-961-4,,IUPAC,titanium diboride
28500020,7803-62-5,0022989-0,232-263-4,2203,IUPAC,silane
28521000,10048-99-4,0011444-3,233-160-7,,IUPAC,barium tetraiodomercurate
28469020,1314-36-9,0029787-0,215-233-5,,IUPAC,yttrium oxide
28469010,5895-46-5,0060264-2,227-579-4,,IUPAC,dineodymium tricarbonate
28500090,12627-39-3,0025024-8,235-731-6,,IUPAC,tungsten boride
28500020,12033-89-5,0022995-8,234-796-8,,IUPAC,trisilicon tetranitride
28531000,506-77-4,0014124-2,208-052-8,1589,IUPAC,cyanic chloride
28521000,62-37-3,0013115-7,,,INN,chlormerodrin
28469020,10042-88-3,0029798-3,233-132-4,,IUPAC,terbium(III) chloride hexahydrate
28469010,183309-52-6,0131108-6,,,IUPAC,dilanthanum tricarbonate tetrahydrate
28500090,12653-88-2,0025130-9,235-753-6,3285,IUPAC,vanadium boride
28500020,16940-66-2,0023124-3,241-004-4,1426,IUPAC,sodium tetrahydroborate
28539010,7732-18-5,0025220-0,,,COMMON,"water, distilled, conductivity or of similar purity"
28521000,554-77-8,0013357-3,,,IUPAC,4-chloromercuriobenzenesulfonic acid
28469020,57584-27-7,0029799-4,,,IUPAC,terbium(III) nitrate pentahydrate
28469010,54451-24-0,0131110-0,,,IUPAC,dilanthanum tricarbonate hydrate
28500090,12007-37-3,0025132-1,234-509-6,3285,IUPAC,vanadium diboride
28500020,7646-69-7,0023293-9,231-587-3,1427,IUPAC,sodium hydride
28521000,59-85-8,0013358-4,200-442-6,,IUPAC,4-chloromercuriobenzoic acid
28469020,13778-40-0,0029966-1,,,IUPAC,thulium sulfate octahydrate
28500090,12045-64-6,0025370-3,234-963-5,,IUPAC,zirconium diboride
28500020,12136-83-3,0023411-7,235-232-3,,IUPAC,trisodium nitride
28539030,0-00-0,0026934-1,,,COMMON,liquid air
28521000,90-03-9,0013359-5,201-962-6,,IUPAC,2-chloromercuriophenol
28469020,72573-82-1,0030270-5,,,INN,gadoteric acid
28500090,12006-84-7,0026526-9,234-489-9,,IUPAC,iron boride
28500020,12712-83-3,0023833-5,235-782-4,,IUPAC,tantalum hydride
28539030,0-00-0,0039754-6,,,COMMON,compressed air
28521000,623-07-4,0013360-8,,,IUPAC,4-chloromercuriophenol
28500090,12795-15-2,0026551-0,,,IUPAC,magnesium boride
28500020,7704-98-5,0024332-3,231-726-8,1871,IUPAC,titanium dihydride
28521000,13876-85-2,0014066-9,237-634-4,,IUPAC,dicopper tetraiodomercurate
28500090,116348-63-1,0026553-2,,,IUPAC,manganese boride
28500020,11116-16-8,0024334-5,234-354-4,,IUPAC,titanium nitride
28539090,25152-52-7,0010414-3,246-667-3,,IUPAC,aluminium antimonide
28521000,627-44-1,0015515-7,211-000-7,,IUPAC,diethylmercury
28500090,19287-45-7,0031323-5,242-940-6,1911,IUPAC,diborane
28500020,7782-65-2,0024639-9,231-961-6,2192,IUPAC,germanium tetrahydride
28539090,20859-73-8,0010463-2,244-088-0,1397,IUPAC,aluminium phosphide
28521000,593-74-8,0016175-1,209-805-3,2024,IUPAC,dimethylmercury
28500020,7704-99-6,0025374-7,231-727-3,1437,IUPAC,zirconium dihydride
28539090,1303-37-3,0011281-2,,,IUPAC,diarsenic pentaselenide
28521000,587-85-9,0016568-4,209-606-1,,IUPAC,diphenylmercury
28500020,7803-52-3,0026504-3,,2676,IUPAC,stibine
28539090,12255-33-3,0011284-5,,,IUPAC,arsenic phosphide
28521000,616-99-9,0016728-2,210-499-9,,IUPAC,di-o-tolylmercury
28539090,13308-51-5,0012021-8,236-337-7,,IUPAC,boron orthophosphate
28521000,537-64-4,0016729-3,208-672-9,,IUPAC,di-p-tolylmercury
28539090,1305-99-3,0012893-8,215-142-0,1360,IUPAC,tricalcium diphosphide
28521000,124-08-3,0017003-6,204-678-0,,IUPAC,2-ethoxyethylmercury acetate
28539090,13682-55-8,0012984-0,,,IUPAC,"tetraamino[carbonato(2-)-κ2O,O']cobalt(1+) chloride"
28521000,124-01-6,0017004-7,204-670-7,,IUPAC,2-ethoxyethylmercury chloride
28539090,463-58-1,0012990-8,207-340-0,2204,IUPAC,carbonyl sulfide
28521000,74381-52-5,0017005-8,,,IUPAC,2-ethoxyethylmercury salicylate
28539090,7778-42-9,0013545-5,,,IUPAC,sulfamidic chloride
28521000,517-16-8,0017300-2,208-231-0,,IUPAC,N-(ethylmercurio)toluene-4-sulfonanilide
28539090,1189-71-5,0013547-7,214-715-2,,IUPAC,chlorosulfonyl isocyanate
28521000,107-27-7,0017301-3,203-478-0,2025,IUPAC,ethylmercury chloride
28539090,39314-60-8,0013915-1,,,COMMON,copper amalgam
28521000,2533-93-9,0017302-4,,,IUPAC,tris(ethylmercury) phosphate
28539090,12134-35-9,0013918-4,,,COMMON,"copper phosphide, containing more than 15 per cent by weight of phosphorus"
28521000,21259-76-7,0019625-8,,,INNM,mercaptomerin sodium
28539090,420-04-2,0014074-9,206-992-3,3276,IUPAC,cyanamide
28521000,1600-27-7,0019636-1,216-491-1,1629,IUPAC,mercury diacetate
28539090,506-68-3,0014123-1,208-051-2,1889,IUPAC,cyanic bromide
28521000,7784-37-4,0019637-2,232-062-1,1623,IUPAC,mercury hydrogenarsenate
28539090,506-78-5,0014125-3,208-053-3,1588,IUPAC,cyanic iodide
28521000,583-15-3,0019639-4,209-499-1,1631,IUPAC,mercury dibenzoate
28539090,12064-03-8,0017895-0,235-058-8,,IUPAC,gallium antimonide
28539090,1303-00-0,0017896-1,215-114-8,,IUPAC,gallium arsenide
28539090,12063-98-8,0017900-0,235-057-2,,IUPAC,gallium phosphide
29012100,74-85-1,0017182-4,,1962,COMMON,"ethylene, pure"
28539090,1312-41-0,0018865-8,215-192-3,,IUPAC,indium antimonide
28539090,1303-11-3,0018866-9,215-115-3,,IUPAC,indium arsenide
28539090,22398-80-7,0018869-2,244-959-5,,IUPAC,indium phosphide
28539090,35112-70-0,0019099-8,252-377-8,,IUPAC,lead(2+) bis[(iminomethylidene)azanide]
28539090,7782-89-0,0019234-7,231-968-4,1412,IUPAC,lithium amide
29012200,115-07-1,0022442-0,,1077,COMMON,"propene, pure"
28539090,12057-74-8,0019419-4,235-023-7,2011,IUPAC,trimagnesium diphosphide
28539090,7803-51-2,0021885-9,232-260-8,2199,IUPAC,phosphine
29011000,106-97-8,0012335-3,,1011,COMMON,"butane, pure"
29011000,124-18-5,0014369-1,204-686-4,2247,IUPAC,decane
29011000,75-83-2,0016068-9,200-906-8,1208,IUPAC,"2,2-dimethylbutane"
29011000,79-29-8,0016069-0,201-193-6,2457,IUPAC,"2,3-dimethylbutane"
29011000,1071-26-7,0016139-7,213-989-0,1920,IUPAC,"2,2-dimethylheptane"
29011000,563-16-6,0016149-9,209-243-9,1262,IUPAC,"3,3-dimethylhexane"
29011000,565-59-3,0016228-7,209-280-0,1206,IUPAC,"2,3-dimethylpentane"
29011000,108-08-7,0016229-8,203-548-0,1206,IUPAC,"2,4-dimethylpentane"
29011000,463-82-1,0016263-0,207-343-7,2044,IUPAC,neopentane
29011000,629-97-0,0016765-7,211-121-5,,IUPAC,docosane
29011000,112-40-3,0016775-9,203-967-9,,IUPAC,dodecane
29011000,544-85-4,0016822-9,208-881-5,,IUPAC,dotriacontane
29011000,112-95-8,0016850-3,204-018-1,,IUPAC,icosane
29012300,106-98-9,0012362-6,203-449-2,1012,IUPAC,but-1-ene
29011000,74-84-0,0016948-2,200-814-8,1035,IUPAC,ethane
29012300,590-18-1,0012363-7,209-673-7,1012,IUPAC,(Z)-but-2-ene
29011000,16747-32-3,0017173-3,240-811-9,1920,IUPAC,"3-ethyl-2,2-dimethylpentane"
29012300,624-64-6,0012364-8,210-855-3,1012,IUPAC,(E)-but-2-ene
29011000,1068-87-7,0017174-4,213-951-3,1920,IUPAC,"3-ethyl-2,4-dimethylpentane"
29012300,115-11-7,0012365-9,204-066-3,1055,IUPAC,2-methylpropene
29011000,4390-04-9,0018156-6,224-506-8,,IUPAC,"2,2,4,4,6,8,8-heptamethylnonane"
29012300,107-01-7,0012367-1,,1012,COMMON,"but-2-ene, mixed isomers"
29011000,142-82-5,0018162-4,205-563-8,1206,IUPAC,heptane
29011000,544-76-3,0018219-4,208-878-9,,IUPAC,hexadecane
29011000,110-54-3,0018296-7,203-777-6,1208,IUPAC,hexane
29012400,106-99-0,0012333-1,203-450-8,1010,IUPAC,"buta-1,3-diene"
29011000,630-06-8,0018321-1,211-127-8,,IUPAC,hexatriacontane
29012400,78-79-5,0019030-7,201-143-3,1218,IUPAC,"2-methylbuta-1,3-diene"
29011000,78-78-4,0019971-3,201-142-8,1265,IUPAC,2-methylbutane
29011000,6975-98-0,0020054-4,230-236-1,,IUPAC,2-methyldecane
29011000,592-27-8,0020122-9,209-747-9,1262,IUPAC,2-methylheptane
29011000,591-76-4,0020141-2,209-730-6,1206,IUPAC,2-methylhexane
29021100,110-82-7,0014170-8,203-806-2,1145,IUPAC,cyclohexane
29012900,74-86-2,0010149-5,200-816-9,3374,IUPAC,acetylene
29012900,463-49-0,0010315-1,207-335-3,2200,IUPAC,allene
29012900,25167-70-8,0010408-5,246-690-9,2050,IUPAC,"2,4,4-trimethylpentene"
29012900,11071-47-9,0010412-1,,1216,COMMON,"""iso-octene"""
29012900,27215-95-8,0010422-3,248-339-5,1993,IUPAC,nonene
29012900,590-19-2,0012332-0,209-674-2,1010,IUPAC,"buta-1,2-diene"
29012900,107-00-6,0012653-4,203-451-3,2452,IUPAC,but-1-yne
29012900,503-17-3,0012654-5,207-962-2,1144,IUPAC,but-2-yne
29012900,872-05-9,0014380-6,212-819-2,1993,IUPAC,dec-1-ene
29012900,764-93-2,0014398-6,212-132-8,,IUPAC,dec-1-yne
29012900,2384-70-5,0014399-7,,,IUPAC,dec-2-yne
29012900,2384-85-2,0014400-3,,,IUPAC,dec-3-yne
29012900,2384-86-3,0014401-4,,,IUPAC,dec-4-yne
29012900,1942-46-7,0014402-5,,,IUPAC,dec-5-yne
29012900,513-81-5,0016067-8,208-172-0,,IUPAC,"2,3-dimethylbuta-1,3-diene"
29012900,563-78-0,0016073-6,209-262-2,,IUPAC,"2,3-dimethylbut-1-ene"
29022000,71-43-2,0011535-5,200-753-7,1114,COMMON,"benzene, pure"
29012900,563-79-1,0016074-7,209-263-8,,IUPAC,"2,3-dimethylbut-2-ene"
29012900,917-92-0,0016080-5,213-035-3,,IUPAC,"3,3-dimethylbutyne"
29012900,2738-18-3,0016143-3,220-362-5,,IUPAC,"2,6-dimethylhept-3-ene"
29021900,281-23-2,0010243-2,206-001-4,,IUPAC,"tricyclo[3.3.1.1'3,7]decane"
29012900,764-13-6,0016148-8,212-115-5,,IUPAC,"2,5-dimethylhexa-2,4-diene"
29021900,27070-59-3,0010447-2,248-206-1,,IUPAC,cyclododecatriene
29012900,7145-20-2,0016155-7,230-452-6,,IUPAC,"2,3-dimethylhex-2-ene"
29021900,438-23-3,0011121-7,,,IUPAC,5β-androstane
29012900,3404-78-2,0016156-8,,,IUPAC,"2,5-dimethylhex-2-ene"
29021900,275-51-4,0011370-2,205-993-6,,IUPAC,azulene
29012900,3123-93-1,0016157-9,221-504-9,,IUPAC,"2,2-dimethylhex-3-ene"
29021900,121-46-0,0011876-3,204-472-0,2251,IUPAC,"8,9,10-trinorborna-2,5-diene"
29012900,15910-22-2,0016158-0,,,IUPAC,"2,5-dimethylhex-3-ene"
29023000,108-88-3,0024363-0,203-625-9,1294,COMMON,"toluene, pure"
29021900,498-66-8,0011878-5,207-866-0,,IUPAC,"8,9,10-trinorborn-2-ene"
29012900,2436-90-0,0016204-9,219-433-3,,IUPAC,"3,7-dimethylocta-1,6-diene"
29021900,92-51-3,0011882-1,202-161-4,,IUPAC,bicyclohexyl
29021900,1636-39-1,0011883-2,216-666-2,,IUPAC,bicyclopentyl
29021900,1678-93-9,0012487-8,216-837-1,,IUPAC,butylcyclohexane
29021900,7058-01-7,0012488-9,230-342-8,,IUPAC,sec-butylcyclohexane
29021900,3788-32-7,0012493-6,223-257-2,,IUPAC,isobutylcyclopentane
29024300,106-42-3,0026803-1,203-396-5,1307,IUPAC,p-xylene
29021900,79-92-5,0012939-5,201-234-8,,IUPAC,camphene
29024100,95-47-6,0026801-9,202-422-2,1307,IUPAC,o-xylene
29024200,108-38-3,0026802-0,203-576-3,1307,IUPAC,m-xylene
29021900,87-44-5,0013023-4,,,IUPAC,"(1R,4E,9S)-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undec-4-ene"
29021900,11028-42-5,0013030-3,234-257-7,,IUPAC,cedrene
29021900,529-05-5,0013063-2,208-449-6,,IUPAC,"7-ethyl-1,4-dimethylazulene"
29021900,747-90-0,0013616-3,212-021-4,,IUPAC,"cholesta-3,5-diene"
29021900,481-21-0,0013623-2,207-562-8,,IUPAC,5α-cholestane
29021900,481-20-9,0013624-3,,,IUPAC,5β-cholestane
29026000,100-41-4,0017081-0,202-849-4,1175,IUPAC,ethylbenzene
29025000,100-42-5,0023726-3,202-851-5,2055,IUPAC,styrene
29021900,604-18-2,0013642-5,,,IUPAC,5α-cholest-1-ene
29021900,570-73-0,0013643-6,,,IUPAC,5α-cholest-2-ene
29024400,1330-20-7,0025235-7,,1307,COMMON,"xylene, mixed isomers, pure"
29021900,28338-69-4,0013644-7,,,IUPAC,5α-cholest-3-ene
29024400,90989-38-1,0133811-0,292-694-9,,COMMON,"aromatic hydrocarbons, C8, containing 95 % or more of xylene isomers"
29021900,16732-86-8,0013645-8,240-800-9,,IUPAC,cholest-4-ene
29024400,68650-36-2,0145972-9,,,COMMON,"aromatic hydrocarbons, C8, o-xylene-lean"
29021900,570-74-1,0013646-9,209-332-2,,IUPAC,cholest-5-ene
29021900,28338-70-7,0013647-0,,,IUPAC,5α-cholest-6-ene
29027000,98-82-8,0013974-2,202-704-5,1918,IUPAC,cumene
29021900,40071-65-6,0013648-1,,,IUPAC,5α-cholest-7-ene
29029000,83-32-9,0010003-8,201-469-6,3082,IUPAC,acenaphthene
29029000,208-96-8,0010007-2,205-917-1,,IUPAC,acenaphthylene
29029000,26140-60-3,0010449-4,247-477-3,,IUPAC,terphenyl
29029000,25013-15-4,0010484-7,,2618,COMMON,methylstyrenes
29031200,75-09-2,0015100-8,200-838-9,1593,IUPAC,dichloromethane
29029000,27776-01-8,0010488-1,248-654-8,,IUPAC,benzyltoluene
29031400,56-23-5,0012992-0,200-262-8,1846,IUPAC,carbon tetrachloride
29031300,67-66-3,0013332-4,200-663-8,1888,IUPAC,trichloromethane
29029000,26898-17-9,0010493-8,248-097-0,,IUPAC,dibenzyltoluene
29031500,107-06-2,0015072-1,203-458-1,1184,IUPAC,"1,2-dichloroethane"
29029000,25551-13-7,0010578-2,247-099-9,1993,IUPAC,trimethylbenzene
29031100,75-00-3,0013304-0,200-830-5,1037,IUPAC,chloroethane
29029000,120-12-7,0011201-6,,,COMMON,"anthracene, pure"
29031100,74-87-3,0013362-0,200-817-4,1063,IUPAC,chloromethane
29029000,205-99-2,0011510-6,205-911-9,,IUPAC,benzo[e]acephenanthrylene
29029000,56-55-3,0011531-1,200-280-6,,IUPAC,benzo[a]anthracene
29029000,4944-94-9,0011577-5,225-586-7,,IUPAC,"2,3-dihydro-1H-benzo[e]indene"
29029000,203-12-3,0011582-2,205-903-5,,IUPAC,benzo[ghi]fluoranthene
29029000,207-08-9,0011583-3,205-916-6,,IUPAC,benzo[k]fluoranthene
29029000,238-84-6,0011584-4,205-944-9,,IUPAC,benzo[a]fluorene
29029000,14458-76-5,0011585-5,238-449-1,,IUPAC,1H-benzo[b]fluorene
29029000,205-12-9,0011586-6,205-908-2,,IUPAC,benzo[c]fluorene
29032100,75-01-4,0025178-5,200-831-0,1086,IUPAC,chloroethene
29029000,239-98-5,0011595-7,205-951-7,,IUPAC,benzo[a]pentacene
29029000,191-24-2,0011596-8,205-883-8,3077,IUPAC,benzo[ghi]perylene
29029000,50-32-8,0011599-1,200-028-5,3082,IUPAC,benzo[pqr]tetraphene
29029000,192-97-2,0011600-7,205-892-7,,IUPAC,benzo[e]pyrene
29029000,1667-00-1,0011686-9,216-782-3,,IUPAC,benzylcyclopropane
29029000,604-53-5,0011888-7,210-070-6,,IUPAC,"1,1'-binaphthyl"
29029000,92-52-4,0011894-5,202-163-5,,IUPAC,biphenyl
29031900,1300-21-6,0010581-7,215-077-8,,IUPAC,dichloroethane
29029000,104-51-8,0012443-6,203-209-7,2709,IUPAC,butylbenzene
29031900,109-69-3,0013205-8,203-696-6,1127,IUPAC,1-chlorobutane
29032200,79-01-6,0024564-7,201-167-4,1710,INN,trichloroethylene
29029000,538-93-2,0012444-7,208-706-2,2709,IUPAC,isobutylbenzene
29032300,127-18-4,0023925-8,204-825-9,1897,IUPAC,tetrachloroethylene
29031900,78-86-4,0013206-9,201-151-7,1127,IUPAC,2-chlorobutane
29031900,1002-69-3,0013256-9,213-691-0,,IUPAC,1-chlorodecane
29031900,6366-35-4,0013289-8,,,IUPAC,"1-chloro-2,2-dimethylbutane"
29031900,2855-08-5,0013290-1,220-665-2,,IUPAC,"1-chloro-3,3-dimethylbutane"
29031900,112-52-7,0013302-8,203-981-5,,IUPAC,1-chlorododecane
29031900,629-06-1,0013334-6,211-070-9,,IUPAC,1-chloroheptane
29031900,4860-03-1,0013335-7,225-461-7,,IUPAC,1-chlorohexadecane
29031900,544-10-5,0013337-9,208-859-5,,IUPAC,1-chlorohexane
29031900,594-36-5,0013371-1,209-836-2,,IUPAC,2-chloro-2-methylbutane
29031900,107-84-6,0013372-2,203-525-5,,IUPAC,1-chloro-3-methylbutane
29032900,107-05-1,0010339-9,203-457-6,1100,IUPAC,3-chloropropene
29031900,123-04-6,0013375-5,204-594-4,,IUPAC,3-(chloromethyl)heptane
29032900,2431-50-7,0010585-1,219-397-9,2322,IUPAC,"2,3,4-trichlorobut-1-ene"
29031900,513-36-0,0013390-4,208-157-9,1127,IUPAC,1-chloro-2-methylpropane
29032900,126-99-8,0013204-7,204-818-0,1991,IUPAC,"2-chlorobuta-1,3-diene"
29031900,507-20-0,0013391-5,208-066-4,1127,IUPAC,2-chloro-2-methylpropane
29032900,4461-42-1,0013208-1,224-720-1,,IUPAC,1-chlorobut-1-ene
29031900,3386-33-2,0013438-3,222-207-7,,IUPAC,1-chlorooctadecane
29032900,2211-70-3,0013209-2,218-652-1,,IUPAC,2-chlorobut-1-ene
29031900,111-85-3,0013439-4,203-915-5,,IUPAC,1-chlorooctane
29032900,563-52-0,0013210-5,209-252-8,,IUPAC,3-chlorobut-1-ene
29031900,543-59-9,0013444-1,208-846-4,1107,IUPAC,1-chloropentane
29032900,591-97-9,0013211-6,209-739-5,,IUPAC,1-chlorobut-2-ene
29031900,625-29-6,0013445-2,210-885-7,,IUPAC,2-chloropentane
29032900,4461-41-0,0013212-7,224-719-6,,IUPAC,2-chlorobut-2-ene
29031900,540-54-5,0013500-2,208-749-7,1278,IUPAC,1-chloropropane
