CN_Code,CAS_Number,CUS,EC_Number,UN_Number,Nomen,Name
29349990,110-02-1,0024266-0,203-729-4,2414,IUPAC,thiophene
29349990,98-03-3,0024267-1,202-629-8,,IUPAC,thiophene-2-carbaldehyde
29349990,16629-19-9,0024268-2,240-677-1,,IUPAC,thiophene-2-sulfonyl chloride
29349990,93-75-4,0024274-0,,,ISO,thioquinox
29349990,15980-15-1,0024284-2,240-117-6,,IUPAC,"1,4-oxathiane"
29349990,4991-65-5,0024285-3,,,INN,tioxolone
29349990,70-19-9,0024299-9,200-727-5,,INNM,thurfyl nicotinate
29349990,50-89-5,0024300-5,200-070-4,,IUPAC,thymidine
29349990,365-07-1,0024301-6,,,IUPAC,thymidine 5'-(dihydrogen phosphate)
29349990,27821-54-1,0024302-7,248-679-4,,IUPAC,thymidine 5'-(trisodium hydrogen triphosphate)
29349990,76-61-9,0024309-4,,,IUPAC,"4,4'-(1,1-dioxido-3H-2,1-benzoxathiole-3,3-diyl)bis[5-methyl-2-(propan-2-yl)phenol]"
29349990,3778-22-1,0024310-7,,,IUPAC,"2-(α-(2-dicarboxymethylaminomethyl-3-isopropyl-6-methyl-4-oxocyclohexa-2,5-dienylidene)-2-sulfobenzyl)-5-hydroxy-6-isopropyl-3-methylbenzyliminodiacetic acid"
29349990,144-12-7,0024321-0,,,INN,tiemonium iodide
29349990,326-91-0,0024728-9,206-316-7,,IUPAC,"4,4,4-trifluoro-1-(2-thienyl)butane-1,3-dione"
29349990,68-91-7,0024794-9,,,INN,trimetaphan camsilate
29349990,5815-61-2,0024913-8,,,IUPAC,trimorpholinophosphine
29349990,4441-12-7,0024914-9,224-662-7,,IUPAC,trimorpholinophosphine oxide
29349990,1420-06-0,0024962-7,,,ISO,trifenmorph
29349990,127-48-0,0025016-8,,,INN,trimethadione
29349990,58-96-8,0025088-4,200-407-5,,IUPAC,uridine
29349990,13085-52-4,0025089-5,,,IUPAC,"uridine 2',3'-(barium cyclo-phosphate)"
29349990,3486-23-5,0025090-8,,,IUPAC,uridine 5'-(barium phosphate)
29349990,84-53-7,0025091-9,201-538-0,,IUPAC,uridine 3'-(dihydrogen phosphate)
29349990,58-97-9,0025092-0,200-408-0,,IUPAC,uridine 5'-(dihydrogen phosphate)
29349990,0-00-0,0025094-2,243-347-5,,IUPAC,uridine 5'-(disodium dihydrogen triphosphate)
29349990,14264-46-1,0025096-4,,,IUPAC,uridine 5'-(tetrasodium triphosphate)
29349990,19817-92-6,0025097-5,,,IUPAC,uridine 5'-(trisodium hydrogen triphosphate)
29349990,19817-91-5,0025098-6,243-345-4,,IUPAC,uridine 5'-(trisodium pyrophosphate)
29349990,146-80-5,0025230-2,205-679-9,,IUPAC,xanthosine
29349990,61-80-3,0025387-2,,,INN,zoxazolamine
29349990,2248-34-2,0025408-0,218-839-8,,IUPAC,4-morpholinobenzenediazonium tetrafluoroborate
29349990,50543-78-7,0025409-1,256-623-5,,IUPAC,"2,5-dibutoxy-4-morpholinobenzenediazonium tetrafluoroborate"
29349990,15159-40-7,0025412-6,239-213-0,,IUPAC,morpholine-4-carbonyl chloride
29349990,16839-97-7,0025429-5,240-863-2,,IUPAC,2-methoxythiophene
29349990,147-94-4,0025447-7,,,INN,cytarabine
29349990,959-14-8,0025450-2,,,INN,oxolamine
29349990,113-53-1,0025453-5,,,INN,dosulepin
29349990,55589-62-3,0025520-9,,,INNM,acesulfame potassium
29349990,239-35-0,0025556-1,205-948-0,,IUPAC,11-thiabenzo[a]fluorene
29349990,16383-05-4,0025663-3,,,IUPAC,"2,5-dimethoxy-4-morpholinobenzenediazonium chloride"
29349990,19237-84-4,0025720-5,,,INNM,prazosin hydrochloride
29349990,6151-12-8,0025810-6,228-164-0,,IUPAC,"1-ethoxy-1,3-dihydro-7-hydroxy-6-methylfuro[3,4-c]pyridinium chloride"
29349990,2510-36-3,0026064-0,219-724-5,,IUPAC,"3,5-dimethylisoxazole-4-carboxylic acid"
29349990,119-96-0,0026068-4,,,INN,arsthinol
29349990,3160-91-6,0026078-6,,,INNM,moroxydine hydrochloride
29349990,635-41-6,0026118-7,,,INN,trimetozine
29349990,534-25-8,0026119-8,208-595-0,,IUPAC,"1,2-dithiole-3-thione"
29349990,13190-34-6,0026120-1,236-145-3,,IUPAC,5-vinyloxazolidine-2-thione
29349990,51274-83-0,0026304-7,,,INNM,tiamenidine hydrochloride
29349990,87434-83-1,0026306-9,,,INNM,tiapamil hydrochloride monohydrate
29349990,105102-18-9,0026308-1,,,INNM,tibenelast sodium
29349990,53885-35-1,0026312-7,,,INNM,ticlopidine hydrochloride
29349990,14176-50-2,0026315-0,,,INNM,tiletamine hydrochloride
29349990,26921-17-5,0026318-3,,,INNM,timolol maleate
29349990,91524-16-2,0026319-4,,,INNM,timolol hemihydrate
29349990,87691-92-7,0026321-8,,,INNM,tiospirone hydrochloride
29349990,95588-10-6,0026322-9,,,INNM,tipentosin hydrochloride
29349990,61966-08-3,0026340-1,,,INNM,triciribine phosphate
29349990,84793-24-8,0026399-0,617-627-6,,IUPAC,"ethyl (S)-2-[(S)-4-methyl-2,5-dioxo-1,3-oxazolidin-3-yl]-4-phenylbutyrate"
29349990,124492-04-2,0026403-9,,,IUPAC,"(S)-1,4-dithia-7-azaspiro[4.4]nonane-8-carboxylic acid"
29349990,124784-31-2,0026459-5,,,INN,erbulozole
29349990,33286-22-5,0026652-4,,,INNM,diltiazem hydrochloride
29349990,51234-36-7,0026691-1,257-070-2,,IUPAC,2-(2-(4-chlorophenyl)benzoxazol-5-yl)propiononitrile
29349990,29124-83-2,0026696-6,,,IUPAC,"4-nitrobenzyl (6R,7R)-7-amino-3-methyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate"
29349990,51234-28-7,0026709-4,,,INN,benoxaprofen
29349990,37028-65-2,0026733-4,,,IUPAC,"N,N-dimethyl-3-(9H-thioxanthen-9-yl)propan-1-amine"
29349990,98998-97-1,0026735-6,,,IUPAC,"4,4'-bi(perhydro-1,4-thiazine)"
29349990,1300-29-4,0026746-9,215-080-4,,IUPAC,sodium thiophene-2-sulfonate
29349990,63562-34-5,0026777-6,264-313-6,,IUPAC,"bis(2-hydroxyethyl) 9,10-dihydro-10-oxo-9-oxa-10λ-phospha-10-phenanthrylmethylsuccinate"
29349990,82560-06-3,0026778-7,,,IUPAC,3-(1-ethyl-1-methylpropyl)isoxazol-5-ylamine
29349990,2451-62-9,0026974-9,219-514-3,,IUPAC,"1,3,5-tris(oxiran-2-ylmethyl)-1,3,5-triazinane-2,4,6-trione"
29349990,38150-49-1,0027000-8,,,IUPAC,α-(3-thienyl)glycine
29349990,2349-67-9,0027007-5,219-078-4,,IUPAC,"5-amino-1,3,4-thiadiazole-2-thiol"
29349990,21124-40-3,0027009-7,244-225-4,,IUPAC,α-(2-thienyl)glycine
29349990,19691-80-6,0027017-7,,,ISO,athidathion
29349990,25057-89-0,0027027-9,,,ISO,bentazone
29349990,12068-08-5,0027028-0,,,ISO,benzamorf
29349990,31848-11-0,0027042-8,,,ISO,carbamorph
29349990,5234-68-4,0027046-2,,,ISO,carboxin
29349990,24201-58-9,0027091-7,,,ISO,dichlozoline
29349990,59145-63-0,0027106-7,,,ISOM,dodemorph-benzoate
29349990,5707-69-7,0027108-9,,,ISO,drazoxolon
29349990,25475-73-4,0027123-8,,,ISO,flumezin
29349990,3878-19-1,0027132-9,,,ISO,fuberidazole
29349990,2669-32-1,0027151-2,,,ISO,lythidathion
29349990,950-10-7,0027160-3,,,ISO,mephosfolan
29349990,5707-73-3,0027161-4,,,ISO,metazoxolon
29349990,950-37-8,0027163-6,,,ISO,methidathion
29349990,4636-83-3,0027173-8,,,ISOM,morfamquat dichloride
29349990,19666-30-9,0027181-8,,,ISO,oxadiazon
29349990,5259-88-1,0027184-1,,,ISO,oxycarboxin
29349990,947-02-4,0027193-2,,,ISO,phosfolan
29349990,20276-83-9,0027203-7,,,ISO,prothidathion
29349990,34014-18-1,0027222-0,,,ISO,tebuthiuron
29349990,2079-00-7,0027241-3,606-640-2,,IUPAC,"4-amino-1-(4-{[(3S)-3-amino-5-(N-methylcarbamimidamido)pentanoyl]amino}-2,3,4-trideoxy-β-D-erythro-hex-2-enopyranuronosyl)pyrimidin-2(1H)-one"
29349990,10004-44-1,0027283-3,233-000-6,,ISO,hymexazol
29349990,18854-01-8,0027291-3,242-624-8,,ISO,isoxathion
29349990,15662-33-6,0027320-1,239-732-2,,IUPAC,"1α,5aβ,8aβ,9-pentahydroxy-7β-isopropyl-2β,5β,8β-trimethylperhydro-8bα,9-epoxy-5,8-ethanocyclopenta[1,2-b]inden-6-yl pyrrole-2-carboxylate"
29349990,31895-22-4,0027326-7,250-859-2,,ISOM,thiocyclam oxalate
29349990,41814-78-2,0027330-3,255-559-5,,ISO,tricyclazole
29349990,50471-44-8,0027334-7,256-599-6,,ISO,vinclozolin
29349990,25366-23-8,0027336-9,,,ISO,thiazafluron
29349990,38897-15-3,0027342-7,,,IUPAC,"6-tert-butyl-3-isopropyl-4,5-dihydroisoxazolo[3,4-d]pyrimidin-4-one"
29349990,55511-98-3,0027345-0,259-685-1,,ISO,buthidazole
29349990,21548-32-3,0027358-5,244-437-7,,ISO,fosthietan
29349990,50512-35-1,0027359-6,610-537-8,,ISO,isoprothiolane
29349990,2593-15-9,0027364-3,219-991-8,,ISO,etridiazole
29349990,30043-49-3,0027367-6,250-010-6,,ISO,ethidimuron
29349990,1022-46-4,0027386-9,,,IUPAC,"2-phenyl-4H-3,1-benzoxazin-4-one"
29349990,19396-06-6,0027389-2,243-024-9,,IUPAC,"5-(2-amino-5-O-carbamoyl-2-deoxy-L-xylonamido)-1,5-dideoxy-1-(3,4-dihydro-5-hydroxymethyl-2,4-dioxo-1(2H)-pyrimidinyl)-β-D-allofuranuronic acid"
29349990,15082-28-7,0027425-9,239-135-7,,IUPAC,"2-biphenyl-4-yl-5-(4-tert-butylphenyl)-1,3,4-oxadiazole"
29349990,26123-91-1,0027447-5,247-473-1,,IUPAC,"2,5-diethoxy-4-morpholinobenzenediazonium zinc chloride"
29349990,46235-93-2,0027472-6,256-260-2,,IUPAC,"2-(1,3-oxazolidin-3-yl)ethyl methacrylate"
29349990,3919-76-4,0027545-6,223-487-3,,IUPAC,"3-(2,6-dichlorophenyl)-5-methylisoxazole-4-carboxylic acid"
29349990,15574-96-6,0027603-9,,,INN,pizotifen
29349990,36322-90-4,0027637-9,,,INN,piroxicam
29349990,55142-85-3,0027641-5,,,INN,ticlopidine
29349990,70062-36-1,0027679-9,,,INNM,benoxaprofen ammonium
29349990,1072-67-9,0027747-4,214-013-6,,IUPAC,5-methylisoxazol-3-ylamine
29349990,50-91-9,0027758-7,,,INN,floxuridine
29349990,53-31-6,0027764-5,,,INN,medibazine
29349990,59-39-2,0027780-5,,,INN,piperoxan
29349990,70-00-8,0027799-6,,,INN,trifluridine
29349990,70-10-0,0027800-2,,,INN,ticlatone
29349990,77-12-3,0027807-9,,,INN,pentacynium chloride
29349990,115-55-9,0027856-8,,,INN,phenythilone
29349990,125-45-1,0027868-2,,,INN,azatepa
29349990,148-65-2,0027903-8,,,INN,chloropyrilene
29349990,309-29-5,0027926-5,,,INN,doxapram
29349990,314-03-4,0027928-7,,,INN,pimethixene
29349990,15646-46-5,0027971-0,239-713-9,,IUPAC,4-ethoxymethylene-2-phenyl-2-oxazolin-5-one
29349990,4506-71-2,0027991-4,224-823-1,,IUPAC,"ethyl 2-amino-4,5,6,7-tetrahydrobenzo[b]thiophene-3-carboxylate"
29349990,62157-91-9,0028042-2,263-440-4,,IUPAC,"3-ethyl-2,5-dihydrothiophene 1,1-dioxide"
29349990,20462-00-4,0028047-7,243-838-4,,IUPAC,"ethyl 1,3-dithiane-2-carboxylate"
29349990,20461-99-8,0028048-8,243-837-9,,IUPAC,"ethyl 1,3-dithiolane-2-carboxylate"
29349990,420-12-2,0028055-7,206-993-9,,IUPAC,epithioethane
29349990,822-38-8,0028057-9,212-498-9,,IUPAC,"1,3-dithiolane-2-thione"
29349990,20485-39-6,0028097-7,243-848-9,,IUPAC,ethyl 4-methyloxazole-5-carboxylate
29349990,10431-98-8,0028110-7,233-912-4,,IUPAC,"2-ethyl-4,5-dihydro-1,3-oxazole"
29349990,4691-65-0,0028186-7,225-146-4,,IUPAC,inosine 5'-disodium phosphate
29349990,36051-67-9,0028187-8,,,COMMON,"inosine 5'-triphosphate, disodium salt dihydrate"
29349990,33156-15-9,0028234-8,,,IUPAC,"6-(γ,γ-dimethylallylamino)purine riboside"
29349990,73624-47-2,0028240-6,,,IUPAC,"9-(2,6,6-trimethylbicyclo[3.1.1]hept-3-yl)-9-borabicyclo[3.3.1]nonane"
29349990,42371-63-1,0028241-7,,,IUPAC,"9-[(6,6-dimethylbicyclo[3.1.1]hept-2-yl)methyl]-9-borabicyclo[3.3.1]nonane"
29349990,288-14-2,0028273-5,206-018-7,,IUPAC,isoxazole
29349990,13414-95-4,0028280-4,236-510-7,,IUPAC,"4-oxo-4,5,6,7-tetrahydrobenzo[b]thiophene"
29349990,4338-47-0,0028282-6,224-389-3,,IUPAC,N'6-furfuryl-1H-purin-6-amine riboside
29349990,16595-80-5,0028305-6,,,INNM,levamisole hydrochloride
29349990,64081-12-5,0028313-6,,,IUPAC,"lithium-9-[(1R,2R,3R,5S)-2,6,6-trimethylbicyclo[3.1.1]hept-3-yl]-9-borabicyclo[3.3.1]nonane hydride"
29349990,61020-09-5,0028543-8,,,IUPAC,2-methoxymorpholine-N-carbaldehyde
29349990,4394-85-8,0028545-0,224-518-3,,IUPAC,4-morpholinecarbaldehyde
29349990,288-42-6,0028639-5,206-020-8,,IUPAC,oxazole
29349990,497-25-6,0028640-8,207-840-9,,IUPAC,"1,3-oxazolidin-2-one"
29349990,135-67-1,0028737-6,205-210-8,,IUPAC,phenoxazine
29349990,1076-59-1,0028821-1,214-064-4,,IUPAC,"4,5-dihydro-3-phenylisoxazol-5-one"
29349990,32962-46-2,0028848-2,251-312-0,,IUPAC,5-phenyl-2-(prop-2-ynylamino)-4-oxazolone
29349990,74718-16-4,0028852-8,,,IUPAC,5-phenyl-2-(4-pyridyl)oxazole
29349990,74718-19-7,0028853-9,,,IUPAC,5-phenyl-2-(4-pyridyl)oxazole hydrochloride
29349990,32231-06-4,0028924-7,250-968-5,,IUPAC,"1-(1,3-benzodioxol-5-ylmethyl)piperazine"
29349990,261-96-1,0029055-1,205-973-7,,IUPAC,"10H-pyrido[3,2-b][1,4]benzothiazine"
29349990,20348-09-8,0029056-2,243-751-1,,IUPAC,"2H-pyrido[3,2-b][1,4]oxazin-3(4H)-one"
29349990,32353-63-2,0029100-9,251-009-3,,IUPAC,"3-(2-carboxyethyl)-2,5-dimethylbenzoxazolium bromide"
29349990,146-77-0,0029133-8,205-678-3,,IUPAC,2-chloroadenosine hemihydrate
29349990,23784-96-5,0029158-7,,,IUPAC,2-chloro-5-(chloromethyl)thiophene
29349990,63212-53-3,0029187-2,263-998-9,,IUPAC,2-chloro-3-ethylbenzoxazolium tetrafluoroborate
29349990,25595-59-9,0029218-2,247-122-2,,IUPAC,"α-chloro-α,2-toluenesultone"
29349990,4743-17-3,0029224-0,225-255-7,,IUPAC,"6-chloro-4H-3,1-benzoxazine-2,4(1H)-dione"
29349990,19788-37-5,0029248-8,243-312-4,,IUPAC,"4-(chloromethyl)-3,5-dimethylisoxazole"
29349990,7550-39-2,0029250-2,231-440-3,,IUPAC,5-chloromethyl-2-iminooxazoline
29349990,22625-57-6,0029253-5,245-137-9,,IUPAC,5-chloromethyloxazolidin-2-one
29349990,26847-34-7,0029334-5,248-047-8,,IUPAC,"3-(p-chlorophenyl)-2-ethyl-2,3,5,6-tetrahydroimidazo[2,1-b]thiazol-3-ol"
29349990,86-39-5,0029383-4,201-667-2,,IUPAC,2-chloro-9H-thioxanthen-9-one
29349990,10510-54-0,0029450-8,234-043-3,,IUPAC,"3,7-diaminobenzo[b]phenoxazinylium acetate"
29349990,10212-25-6,0029486-0,233-515-6,,IUPAC,"2,2'-anhydro-1β-D-arabinofuranosylcytosine hydrochloride"
29349990,286-28-2,0029519-2,206-008-2,,IUPAC,"1,2-epithiocyclohexane"
29349990,21545-54-0,0029530-7,244-436-1,,IUPAC,1-cyclohexyl-3-(2-morpholinoethyl)thiourea
29349990,936-52-7,0029556-7,213-316-0,,IUPAC,N-(cyclopent-1-en-1-yl)morpholine
29349990,6055-19-2,0029561-4,,2811,IUPAC,cyclophosphamide monohydrate
29349990,68-39-3,0029572-7,200-687-9,,IUPAC,DL-4-aminoisoxazolidin-3-one
29349990,339-72-0,0029573-8,,,INN,levcycloserine
29349990,69-74-9,0029582-9,200-713-9,,IUPAC,1β-D-arabinofuranosylcytosine hydrochloride
29349990,635-78-9,0029630-0,211-241-8,,IUPAC,7-hydroxy-3H-phenoxazin-3-one
29349990,3387-36-8,0029743-8,222-211-9,,IUPAC,disodium uridine-5'-monophosphate
29349990,1072-72-6,0029862-4,214-015-7,,IUPAC,4-thiacyclohexanone
29349990,24194-61-4,0029911-6,,,IUPAC,"1,4,8,11-tetrathiacyclotetradecane"
29349990,31366-25-3,0029912-7,250-593-7,,IUPAC,"Δ2:2'-bis(1,3-dithiazole)"
29349990,4653-08-1,0029918-3,225-089-5,,IUPAC,3-(2-thenoyl)propionic acid
29349990,2635-75-8,0029920-7,220-125-6,,IUPAC,4-(benzo[b]thienyl)acetic acid
29349990,1124-65-8,0029924-1,214-402-0,,IUPAC,3-(2-thienyl)acrylic acid
29349990,4653-11-6,0029925-2,225-090-0,,IUPAC,2-thiophenebutyric acid
29349990,5402-55-1,0029926-3,226-452-0,,IUPAC,thiophene-2-ethanol
29349990,3319-99-1,0029928-5,222-022-1,,IUPAC,2-(2-thienyl)pyridine
29349990,21298-55-5,0029929-6,244-322-1,,IUPAC,2-(3-thienyl)pyridine
29349990,1003-10-7,0029932-1,213-700-8,,IUPAC,γ-thiobutyrolactone
29349990,3528-17-4,0029935-4,222-548-1,,IUPAC,thiochroman-4-one
29349990,123-90-0,0029943-4,204-660-2,,IUPAC,"1,4-thiazinane"
29349990,1918-77-0,0029948-9,217-639-8,,IUPAC,thenoic acid
29349990,6964-21-2,0029949-0,230-166-1,,IUPAC,3-thienylacetic acid
29349990,20893-30-5,0029950-3,244-104-6,,IUPAC,2-thienylacetonitrile
29349990,13781-53-8,0029951-4,237-433-1,,IUPAC,3-thienylacetonitrile
29349990,1003-31-2,0029952-5,213-706-0,,IUPAC,thiophene-2-carbonitrile
29349990,498-62-4,0029953-6,207-865-5,,IUPAC,thiophene-3-carbaldehyde
29349990,2361-27-5,0029954-7,219-107-0,,IUPAC,thiophene-2-carbohydrazide
29349990,4075-59-6,0029955-8,223-794-2,,IUPAC,α-oxothiophene-2-acetic acid
29349990,636-72-6,0029957-0,211-264-3,,IUPAC,thiophene-2-methanol
29349990,27757-85-3,0029958-1,248-639-6,,IUPAC,(2-thienylmethyl)amine
29349990,492-22-8,0029960-5,207-749-4,,IUPAC,thioxanthen-9-one
29349990,35556-06-0,0029970-7,252-616-6,,IUPAC,"dibenzothiophene-2,8-diylbis((N-carbonylmethylene)dimethylamine) dihydrochloride trihydrate"
29349990,6979-94-8,0029995-6,230-242-4,,IUPAC,"guanosine 2',3',5'-triacetate"
29349990,20662-84-4,0030154-2,243-952-4,,IUPAC,"2,4,5-trimethyloxazole"
29349990,13411-42-2,0030164-4,236-504-4,,IUPAC,"2-trimethylsilyl-1,3-dithiane"
29349990,88058-88-2,0030237-4,,,INN,naxagolide
29349990,82239-52-9,0030242-1,,,INN,moxiraprine
29349990,69425-13-4,0030245-4,,,INN,prifelone
29349990,89197-32-0,0030250-1,,,INN,efaroxan
29349990,103946-15-2,0030253-4,,,INN,elnadipine
29349990,70374-39-9,0030254-5,,,INN,lornoxicam
29349990,110588-56-2,0030255-6,,,INN,noberastine
29349990,110588-57-3,0030256-7,,,INN,saperconazole
29349990,69304-47-8,0030282-9,,,INN,brivudine
29349990,69123-90-6,0030283-0,,,INN,fiacitabine
29349990,104456-95-3,0030312-8,,,INN,cisconazole
29349990,115103-54-3,0030315-1,,,INN,tiagabine
29349990,92623-83-1,0030320-8,,,INN,pravadoline
29349990,53003-81-9,0030328-6,,,INN,ivarimod
29349990,83602-05-5,0030353-7,,,INN,spiraprilat
29349990,114776-28-2,0030362-8,,,INN,bepafant
29349990,105219-56-5,0030364-0,,,INN,apafant
29349990,2353-33-5,0030368-4,,,INN,decitabine
29349990,90779-69-4,0030381-1,,,INN,atosiban
29349990,109543-76-2,0030382-2,,,INN,romazarit
29349990,106100-65-6,0030399-1,,,INN,fasiplon
29349990,106073-01-2,0030400-7,,,INN,taniplon
29349990,121029-11-6,0030403-0,,,INN,altoqualine
29349990,89651-00-3,0030404-1,,,INN,voxergolide
29349990,113759-50-5,0030405-2,,,INN,cronidipine
29349990,120210-48-2,0030407-4,,,INN,tenidap
29349990,112018-01-6,0030408-5,,,INN,bemoradan
29349990,108001-60-1,0030411-0,,,INN,troquidazole
29349990,60136-25-6,0030423-4,,,INN,epervudine
29349990,119413-55-7,0030433-6,,,INN,elgodipine
29349990,96125-53-0,0030434-7,,,INN,clentiazem
29349990,86433-40-1,0030446-1,,,INN,terflavoxate
29349990,103222-11-3,0030461-0,,,INN,vapreotide
29349990,121617-11-6,0030477-8,,,INN,saviprazole
29349990,95058-81-4,0030485-8,,,INN,gemcitabine
29349990,99453-84-6,0030495-0,,,INN,neltenexine
29349990,105685-11-8,0030522-6,,,INN,batoprazine
29349990,109683-61-6,0030524-8,,,INN,utibapril
29349990,94149-41-4,0030529-3,,,INN,midesteine
29349990,95232-68-1,0030531-7,,,INN,tenosal
29349990,120819-70-7,0030534-0,,,INN,naroparcil
29349990,125372-33-0,0030537-3,,,INN,dacopafant
29349990,111406-87-2,0030546-4,,,INN,zileuton
29349990,124066-33-7,0030576-0,,,INN,taurosteine
29349990,118564-88-8,0030615-0,,,IUPAC,1-benzo[b]thien-2-ylethanone oxime
29349990,67564-91-4,0030647-8,,,ISO,fenpropimorph
29349990,17249-80-8,0030679-6,605-636-8,,IUPAC,3-chlorothiophene
29349990,3140-93-0,0030735-7,221-542-6,,IUPAC,"2,3-dibromothiophene"
29349990,3141-26-2,0030736-8,221-546-8,,IUPAC,"3,4-dibromothiophene"
29349990,478-85-3,0030956-8,,,IUPAC,"4,5,7,8,9,12-hexahydro-11H-pyrano[3,4-d]pyrrolo[3,2,1-jk]benzazepin-11-one"
29349990,40172-95-0,0031045-2,254-823-7,,IUPAC,1-(2-furoyl)piperazine
29349990,63074-07-7,0031046-3,613-137-1,,IUPAC,1-(tetrahydro-2-furoyl)piperazine
29349990,24683-26-9,0031106-8,246-403-7,,IUPAC,"ethyl 4-hydroxy-2-methyl-2H-1,2-benzothiazine-3-carboxylate 1,1-dioxide"
29349990,70918-74-0,0031109-1,,,IUPAC,"1-(2,3-dihydro-1,4-benzodioxin-2-ylcarbonyl)piperazine hydrochloride"
29349990,22720-75-8,0031110-4,245-177-7,,IUPAC,2-acetylbenzo[b]thiophene
29349990,3158-91-6,0031111-5,,,IUPAC,"2-chlorodibenzo[b,f][1,4]oxazepin-11(10H)-one"
29349990,29490-19-5,0031113-7,249-667-1,,IUPAC,"5-methyl-1,3,4-thiadiazole-2-thiol"
29349990,25629-50-9,0031115-9,247-137-4,,IUPAC,3-(2-chlorophenyl)-5-methylisoxazole-4-carbonyl chloride
29349990,4462-55-9,0031116-0,224-723-8,,IUPAC,"3-(2,6-dichlorophenyl)-5-methylisoxazole-4-carbonyl chloride"
29349990,28092-62-8,0031117-1,248-836-7,,IUPAC,"(3aS,6aR)-1,3-dibenzyl-2,3,3a,4,6,6a-hexahydro-1H-furo[3,4-d]imidazole-2,4-dione"
29349990,69399-79-7,0031118-2,273-987-0,,IUPAC,3-(2-chloro-6-fluorophenyl)-5-methylisoxazole-4-carbonyl chloride
29349990,39098-97-0,0031119-3,254-290-0,1760,IUPAC,2-thienylacetyl chloride
29349990,28657-79-6,0031120-6,249-132-2,,IUPAC,"1-ethyl-1,4-dihydro-4-oxo-1,3-dioxolo[4,5-g]cinnoline-3-carbonitrile"
29349990,4295-65-2,0031121-7,224-302-9,,IUPAC,2-chloro-9-(3-dimethylaminopropyl)-9H-thioxanthen-9-ol
29349990,84682-23-5,0031122-8,283-585-7,,IUPAC,"2-(2,4-dichlorophenyl)-2-(1H-imidazol-1-ylmethyl)-1,3-dioxolan-4-ylmethanol"
29349990,21080-92-2,0031123-9,244-198-9,,IUPAC,3-thienylmalonic acid
29349990,16883-16-2,0031124-0,240-915-4,,IUPAC,5-methyl-3-phenylisoxazole-4-carbonyl chloride
29349990,24701-69-7,0031134-2,,,IUPAC,7-amino-3-methoxymethyl-3-cephem-4-carboxylic acid
29349990,22252-43-3,0031135-3,244-870-1,,IUPAC,7-amino-3-methyl-3-cephem-4-carboxylic acid
29349990,53994-83-5,0031136-4,258-910-0,,IUPAC,4-nitrobenzyl 7-amino-3-chloro-3-cephem-4-carboxylate
29349990,63427-57-6,0031137-5,,,IUPAC,4-nitrobenzyl 3-methylene-7-(phenoxyacetamido)cepham-4-carboxylate 5-oxide
29349990,51818-85-0,0031138-6,257-448-7,,IUPAC,7-[(D)-mandelamido]cephalosporanic acid
29349990,24209-38-9,0031139-7,246-078-1,,IUPAC,7-amino-3-(1-methyltetrazol-5-ylthiomethyl)-3-cephem-4-carboxylic acid
29349990,106447-44-3,0031140-0,,,IUPAC,7-amino-3-[(Z)-prop-1-enyl]-3-cephem-4-carboxylic acid
29349990,104146-10-3,0031141-1,600-526-6,,IUPAC,4-methoxybenzyl 3-chloromethyl-7-(2-phenylacetamido)-3-cephem-4-carboxylate
29349990,76247-39-7,0031142-2,278-400-1,,IUPAC,"iodomethyl penicillanate 1,1-dioxide"
29349990,29707-62-8,0031143-3,249-792-1,,IUPAC,4-nitrobenzyl 6-(2-phenoxyacetamido)penicillanate 1-oxide
29349990,39754-02-4,0031144-4,,,IUPAC,7-[(R)-amino(phenyl)acetamido]-3-methyl-3-cephem-4-carboxylic acid—dimethylformamide (2:1)
29349990,1256445-67-6,0031154-6,,,IUPAC,"(4S,5S)-5-benzyl-2-oxo-1,3-oxazolidin-4-ylmethyl 4-nitrobenzenesulfonate"
29349990,67914-85-6,0031159-1,267-747-4,,IUPAC,"cis-2-(2,4-dichlorophenyl)-2-(1H-1,2,4-triazol-1-ylmethyl)-1,3-dioxolan-4-ylmethanol"
29349990,87932-78-3,0031162-6,289-358-9,,IUPAC,3-acetoxymethyl-7-[(R)-2-formyloxy-2-phenylacetamido]-3-cephem-4-carboxylic acid
29349990,30246-33-4,0031163-7,250-099-1,,IUPAC,"7-amino-3-[(5-methyl-1,3,4-thiadiazol-2-yl)thiomethyl]-3-cephem-4-carboxylic acid"
29349990,13062-59-4,0031164-8,,,IUPAC,4-morpholin-2-ylpyrocatechol hydrochloride
29349990,26839-75-8,0031208-3,,,INN,timolol
29349990,5271-67-0,0031289-0,226-092-4,,IUPAC,thiophene-2-carbonyl chloride
29349990,50378-70-6,0031359-7,,,IUPAC,ethyl 4-hexadecylmorpholinium sulfate
29349990,1280197-58-1,0031719-1,,,IUPAC,2-aminoethyl 2-thenoate
29349990,19432-68-9,0031721-5,243-054-2,,IUPAC,methyl 2-thienylacetate
29349990,24434-82-0,0031758-8,246-246-4,,IUPAC,benzo[b]thiophen-3-yl acetate
29349990,15888-38-7,0031778-2,240-026-1,,IUPAC,"5'-acetyl-2',3'-isopropylideneadenosine"
29349990,1468-83-3,0031803-6,215-996-4,,IUPAC,methyl 3-thienyl ketone
29349990,37063-35-7,0031847-8,253-328-3,,IUPAC,"adenosine sodio-2',3'-phosphate hydrate"
